Question Column,PROLIFIC_PID,Accuracy,time
SPQ3,58dd0b15402260000102895b,1,24.211
SPQ3,6033f09832d8421272da43ac,1,27.226
SPQ3,5e8bbf2d430dd50008c4fccc,1,22.736
SPQ3,5d6d82acab68f90001f53194,1,57.511
SPQ3,60df2a263ca14a01eb3d4732,1,55.467
SPQ3,60d4477467e235cde30140a9,0,32.679
SPQ3,5b6f07e3601c8600019328de,1,18.363
SPQ3,5f33e30b15e48023096678e4,1,27.513
SPQ3,59987d310ed7ae0001991afa,1,31.791
SPQ3,629635e6104b144684c6e015,1,38.057
SPQ3,61183bece4c3e63512e3eb5d,1,43.566
SPQ3,6169e8a8311d269013eb73c7,0,40.804
SPQ3,61413300c9d2346cfb3d9ca5,1,35.917
SPQ3,61645f61082ddd043101a1e6,1,101.259
SPQ3,5c49c9ebe02ead00019b0a5b,0,36.601
SPQ3,61572b39d8a0be3869ccd5ae,0,21.336
SPQ3,5e8e38da572c650e2ede51c9,1,61.355
SPQ3,611cecbdfd30c0b2cea5e0bc,0,19.13
SPQ3,60fb690497b26a3c1c6b8c0b,1,31.461
SPQ3,60f1f1d4ac991a259b83f603,1,44.574
SPQ3,6158031479297ac1c777b5dc,1,37.472
SPQ3,5f45772f6c74b91760652841,1,47.198
SPQ3,60decd2097f9a85cd3a908b0,0,41.384
SPQ3,6107aa76ee9845023fb0cb80,1,30.37
SPQ3,613d0ef50abfe24aa600bc84,1,76.795
SPQ3,60d1ddaca95145c1433a9c87,1,66.422
SPQ3,5bf725d2120df400011a6dca,1,69.275
SPQ3,60fb5516e04ddad82ee75e7f,0,120.136
SPQ3,60e3b18d3d4205b4c52ada56,0,32.827
SPQ3,6112aa865f237cf99d0b0094,0,194.466
SPQ3,648b962b8fdb1fa686213ac1,1,45.698
SPQ4,5fbbde667818f3dc301f6647,1,13.986
SPQ4,60c03680dc5dfe4723659602,1,18.175
SPQ4,5f0b615844c42c2bc9b39df4,1,18.656
SPQ4,63469117956f3451ba159ff8,0,18.654
SPQ4,5fc803acace3cd0fe2b214c5,1,19.259
SPQ4,5bde1e00ddec0b00013494d3,1,25.318
SPQ4,5b3216e0a8327d0001001dc0,1,18.563
SPQ4,58dd0b15402260000102895b,1,20.512
SPQ4,6033f09832d8421272da43ac,1,13.934
SPQ4,5e8bbf2d430dd50008c4fccc,1,108.712
SPQ4,5d6d82acab68f90001f53194,1,34.267
SPQ4,60df2a263ca14a01eb3d4732,1,40.221
SPQ4,60d4477467e235cde30140a9,1,47.264
SPQ4,5b6f07e3601c8600019328de,1,37.835
SPQ4,5f33e30b15e48023096678e4,1,50.03
SPQ4,59987d310ed7ae0001991afa,1,20.308
SPQ4,629635e6104b144684c6e015,1,38.001
SPQ4,61183bece4c3e63512e3eb5d,0,34.161
SPQ4,6169e8a8311d269013eb73c7,1,40.094
SPQ4,61413300c9d2346cfb3d9ca5,1,23.221
SPQ4,61645f61082ddd043101a1e6,1,42.403
SPQ4,5c49c9ebe02ead00019b0a5b,1,61.099
SPQ4,61572b39d8a0be3869ccd5ae,1,16.653
SPQ4,5e8e38da572c650e2ede51c9,0,86.635
SPQ4,611cecbdfd30c0b2cea5e0bc,1,36.735
SPQ4,60fb690497b26a3c1c6b8c0b,0,23.689
SPQ4,60f1f1d4ac991a259b83f603,0,74.697
SPQ4,6158031479297ac1c777b5dc,1,27.993
SPQ4,5f45772f6c74b91760652841,1,48.049
SPQ4,60decd2097f9a85cd3a908b0,1,39.503
SPQ4,6107aa76ee9845023fb0cb80,1,43.904
SPQ4,613d0ef50abfe24aa600bc84,1,38.219
SPQ4,60d1ddaca95145c1433a9c87,1,53.226
SPQ4,5bf725d2120df400011a6dca,1,46.271
SPQ4,60fb5516e04ddad82ee75e7f,1,150.363
SPQ4,60e3b18d3d4205b4c52ada56,1,40.284
SPQ4,6112aa865f237cf99d0b0094,1,152.899
SPQ4,648b962b8fdb1fa686213ac1,1,34.725
SPQ5,5fbbde667818f3dc301f6647,1,17.031
SPQ5,60c03680dc5dfe4723659602,1,7.86
SPQ5,5f0b615844c42c2bc9b39df4,1,10.943
SPQ5,63469117956f3451ba159ff8,1,12.183
SPQ5,5fc803acace3cd0fe2b214c5,0,12.88
SPQ5,5bde1e00ddec0b00013494d3,0,35.453
SPQ5,5b3216e0a8327d0001001dc0,1,22.46
SPQ5,58dd0b15402260000102895b,0,10.975
SPQ5,6033f09832d8421272da43ac,0,14.357
SPQ5,5e8bbf2d430dd50008c4fccc,1,16.459
SPQ5,5d6d82acab68f90001f53194,0,95.451
SPQ5,60df2a263ca14a01eb3d4732,1,84.806
SPQ5,60d4477467e235cde30140a9,0,17.935
SPQ5,5b6f07e3601c8600019328de,1,56.996
SPQ5,5f33e30b15e48023096678e4,1,66.439
SPQ5,59987d310ed7ae0001991afa,0,14.862
SPQ5,629635e6104b144684c6e015,1,18.29
SPQ5,61183bece4c3e63512e3eb5d,1,30.365
SPQ5,6169e8a8311d269013eb73c7,0,18.458
SPQ5,61413300c9d2346cfb3d9ca5,1,35.403
SPQ5,61645f61082ddd043101a1e6,1,118.009
SPQ5,5c49c9ebe02ead00019b0a5b,0,46.647
SPQ5,61572b39d8a0be3869ccd5ae,1,8.837
SPQ5,5e8e38da572c650e2ede51c9,0,21.901
SPQ5,611cecbdfd30c0b2cea5e0bc,0,58.759
SPQ5,60fb690497b26a3c1c6b8c0b,1,44.123
SPQ5,60f1f1d4ac991a259b83f603,0,67.654
SPQ5,6158031479297ac1c777b5dc,1,602.043
SPQ5,5f45772f6c74b91760652841,0,45.145
SPQ5,60decd2097f9a85cd3a908b0,0,16.233
SPQ5,6107aa76ee9845023fb0cb80,0,51.176
SPQ5,613d0ef50abfe24aa600bc84,1,87.906
SPQ5,60d1ddaca95145c1433a9c87,0,101.34
SPQ5,5bf725d2120df400011a6dca,1,62.583
SPQ5,60fb5516e04ddad82ee75e7f,0,39.751
SPQ5,60e3b18d3d4205b4c52ada56,1,50.08
SPQ5,6112aa865f237cf99d0b0094,1,61.384
SPQ5,648b962b8fdb1fa686213ac1,1,15.073
LCQ1,5fbbde667818f3dc301f6647,1,14.638
LCQ1,60db47093e2683c0a02d1541,1,18.333
LCQ1,5ebf2540dc45b2302a7118f9,1,15.153
LCQ1,5f0b615844c42c2bc9b39df4,1,12.575
LCQ1,5eac9ad77c0fb830e457d0c6,1,30.121
LCQ1,602685272894b2310c631f4f,1,19.307
LCQ1,5f24978b3b9626088ac0eeb7,1,12.219
LCQ1,5f19dc86afa07c0894f60578,1,10.327
LCQ1,5dc3dd5984799a2bf697cb17,1,13.347
LCQ1,5f0e0e058a700b10c7ac250f,1,15.99
LCQ1,58dd0b15402260000102895b,1,9.225
LCQ1,6166a03f5063db088c458b73,1,11.994
LCQ1,5b7a0bb43c13750001982223,1,16.292
LCQ1,601a3f1c5ae80c23d4ce0f02,1,17.457
LCQ1,617598d967559810c706d5a5,1,10.231
LCQ1,60df2a263ca14a01eb3d4732,1,23.862
LCQ1,5d0aa9aa5047d20018b8490d,1,24.297
LCQ1,6134d21dcb8ab807bad2df99,1,19.794
LCQ1,5eaf44985f544b0009fd08b6,1,26.686
LCQ1,629635e6104b144684c6e015,1,18.669
LCQ1,61196ccab9b0c6a17c0e9b3b,1,14.672
LCQ1,6169e8a8311d269013eb73c7,1,14.0
LCQ1,608c64e14968cdd8dcbe1be4,1,26.533
LCQ1,60f18f433a08db69fcadb70d,1,15.091
LCQ1,5d1cd7cc2d5a8a00010f09ae,1,64.963
LCQ1,6160c25a14f8a02a8b63f024,1,49.935
LCQ1,6165cc70337bed7476a20f97,1,17.297
LCQ1,5fec281aeae543d80d09fbc0,1,18.577
LCQ1,5ed7239e4aaed51a7d11e94e,1,20.851
LCQ1,614b6e4a03ded5acfe2ef9b0,1,13.412
LCQ1,60c3c8f790736ad8d329816b,1,21.226
LCQ1,6107aa76ee9845023fb0cb80,0,20.871
LCQ1,6107acc592df914a921e2b41,1,26.883
LCQ1,6141375df579b5d078fe12dc,1,53.235
LCQ1,613e868f4d6c157238b8fd87,1,37.427
LCQ1,5eab7843de4724150babfd6b,1,6.711
LCQ1,64eb55ead08d423f0081c8f5,1,93.796
LCQ1,613a6f333eacb2c4641d0540,1,51.698
LCQ1,610d73cf15869b837eff907e,1,35.824
LCQ1,5e0a095a54ff2329aa070d54,1,106.557
LCQ1,5fbfe145e52a44000a9c2966,1,36.889
LCQ2,5fbbde667818f3dc301f6647,1,8.687
LCQ2,60db47093e2683c0a02d1541,1,68.07
LCQ2,5ebf2540dc45b2302a7118f9,1,5.503
LCQ2,5f0b615844c42c2bc9b39df4,1,9.958
LCQ2,5eac9ad77c0fb830e457d0c6,1,16.489
LCQ2,602685272894b2310c631f4f,1,6.317
LCQ2,5f24978b3b9626088ac0eeb7,1,9.938
LCQ2,5f19dc86afa07c0894f60578,1,7.884
LCQ2,5dc3dd5984799a2bf697cb17,1,12.442
LCQ2,5f0e0e058a700b10c7ac250f,1,9.325
LCQ2,58dd0b15402260000102895b,1,9.992
LCQ2,6166a03f5063db088c458b73,1,11.764
LCQ2,5b7a0bb43c13750001982223,1,11.018
LCQ2,601a3f1c5ae80c23d4ce0f02,1,9.235
LCQ2,617598d967559810c706d5a5,1,11.202
LCQ2,60df2a263ca14a01eb3d4732,1,8.545
LCQ2,5d0aa9aa5047d20018b8490d,1,7.117
LCQ2,6134d21dcb8ab807bad2df99,1,18.108
LCQ2,5eaf44985f544b0009fd08b6,1,10.038
LCQ2,629635e6104b144684c6e015,1,17.959
LCQ2,61196ccab9b0c6a17c0e9b3b,1,10.857
LCQ2,6169e8a8311d269013eb73c7,1,15.499
LCQ2,608c64e14968cdd8dcbe1be4,1,23.601
LCQ2,60f18f433a08db69fcadb70d,1,7.38
LCQ2,5d1cd7cc2d5a8a00010f09ae,1,14.754
LCQ2,6160c25a14f8a02a8b63f024,1,11.375
LCQ2,6165cc70337bed7476a20f97,1,13.317
LCQ2,5fec281aeae543d80d09fbc0,1,8.543
LCQ2,5ed7239e4aaed51a7d11e94e,1,21.682
LCQ2,614b6e4a03ded5acfe2ef9b0,1,6.78
LCQ2,60c3c8f790736ad8d329816b,1,13.394
LCQ2,6107aa76ee9845023fb0cb80,1,49.447
LCQ2,6107acc592df914a921e2b41,1,12.627
LCQ2,6141375df579b5d078fe12dc,1,10.009
LCQ2,613e868f4d6c157238b8fd87,1,58.2
LCQ2,5eab7843de4724150babfd6b,1,13.088
LCQ2,64eb55ead08d423f0081c8f5,1,14.824
LCQ2,613a6f333eacb2c4641d0540,1,17.541
LCQ2,610d73cf15869b837eff907e,1,12.837
LCQ2,5e0a095a54ff2329aa070d54,1,7.302
LCQ2,5fbfe145e52a44000a9c2966,1,30.702
LCQ3,5fbbde667818f3dc301f6647,1,13.736
LCQ3,60db47093e2683c0a02d1541,1,63.685
LCQ3,5ebf2540dc45b2302a7118f9,1,43.885
LCQ3,5f0b615844c42c2bc9b39df4,1,35.103
LCQ3,5eac9ad77c0fb830e457d0c6,1,30.651
LCQ3,602685272894b2310c631f4f,1,16.372
LCQ3,5f24978b3b9626088ac0eeb7,1,36.878
LCQ3,5f19dc86afa07c0894f60578,0,19.655
LCQ3,5dc3dd5984799a2bf697cb17,1,16.793
LCQ3,5f0e0e058a700b10c7ac250f,0,14.735
LCQ3,58dd0b15402260000102895b,1,44.09
LCQ3,6166a03f5063db088c458b73,1,36.379
LCQ3,5b7a0bb43c13750001982223,1,32.736
LCQ3,601a3f1c5ae80c23d4ce0f02,1,67.247
LCQ3,617598d967559810c706d5a5,1,12.4
LCQ3,60df2a263ca14a01eb3d4732,1,21.126
LCQ3,5d0aa9aa5047d20018b8490d,1,25.628
LCQ3,6134d21dcb8ab807bad2df99,1,25.845
LCQ3,5eaf44985f544b0009fd08b6,1,40.727
LCQ3,629635e6104b144684c6e015,1,75.313
LCQ3,61196ccab9b0c6a17c0e9b3b,1,36.378
LCQ3,6169e8a8311d269013eb73c7,1,41.881
LCQ3,608c64e14968cdd8dcbe1be4,1,27.925
LCQ3,60f18f433a08db69fcadb70d,1,129.703
LCQ3,5d1cd7cc2d5a8a00010f09ae,1,20.03
LCQ3,6160c25a14f8a02a8b63f024,1,28.246
LCQ3,6165cc70337bed7476a20f97,0,32.519
LCQ3,5fec281aeae543d80d09fbc0,1,122.573
LCQ3,5ed7239e4aaed51a7d11e94e,1,66.803
LCQ3,614b6e4a03ded5acfe2ef9b0,1,17.124
LCQ3,60c3c8f790736ad8d329816b,0,62.896
LCQ3,6107aa76ee9845023fb0cb80,1,60.964
LCQ3,6107acc592df914a921e2b41,1,43.601
LCQ3,6141375df579b5d078fe12dc,1,39.169
LCQ3,613e868f4d6c157238b8fd87,1,75.066
LCQ3,5eab7843de4724150babfd6b,1,38.923
LCQ3,64eb55ead08d423f0081c8f5,1,67.726
LCQ3,613a6f333eacb2c4641d0540,1,33.666
LCQ3,610d73cf15869b837eff907e,1,224.691
LCQ3,5e0a095a54ff2329aa070d54,1,29.866
LCQ3,5fbfe145e52a44000a9c2966,1,211.042
LCQ4,5fbbde667818f3dc301f6647,1,8.38
LCQ4,60db47093e2683c0a02d1541,1,22.585
LCQ4,5ebf2540dc45b2302a7118f9,1,19.955
LCQ4,5f0b615844c42c2bc9b39df4,1,27.842
LCQ4,5eac9ad77c0fb830e457d0c6,1,12.418
LCQ4,602685272894b2310c631f4f,1,11.248
LCQ4,5f24978b3b9626088ac0eeb7,1,14.501
LCQ4,5f19dc86afa07c0894f60578,1,13.563
LCQ4,5dc3dd5984799a2bf697cb17,1,18.563
LCQ4,5f0e0e058a700b10c7ac250f,1,28.296
LCQ4,58dd0b15402260000102895b,1,17.939
LCQ4,6166a03f5063db088c458b73,1,21.677
LCQ4,5b7a0bb43c13750001982223,1,16.771
LCQ4,601a3f1c5ae80c23d4ce0f02,1,14.724
LCQ4,617598d967559810c706d5a5,1,20.922
LCQ4,60df2a263ca14a01eb3d4732,1,15.776
LCQ4,5d0aa9aa5047d20018b8490d,1,22.94
LCQ4,6134d21dcb8ab807bad2df99,1,36.347
LCQ4,5eaf44985f544b0009fd08b6,1,16.411
LCQ4,629635e6104b144684c6e015,1,19.278
LCQ4,61196ccab9b0c6a17c0e9b3b,1,40.39
LCQ4,6169e8a8311d269013eb73c7,1,42.999
LCQ4,608c64e14968cdd8dcbe1be4,1,23.912
LCQ4,60f18f433a08db69fcadb70d,1,56.246
LCQ4,5d1cd7cc2d5a8a00010f09ae,1,70.219
LCQ4,6160c25a14f8a02a8b63f024,1,20.998
LCQ4,6165cc70337bed7476a20f97,1,18.095
LCQ4,5fec281aeae543d80d09fbc0,1,45.895
LCQ4,5ed7239e4aaed51a7d11e94e,1,65.254
LCQ4,614b6e4a03ded5acfe2ef9b0,0,46.155
LCQ4,60c3c8f790736ad8d329816b,0,33.604
LCQ4,6107aa76ee9845023fb0cb80,1,71.266
LCQ4,6107acc592df914a921e2b41,1,78.706
LCQ4,6141375df579b5d078fe12dc,1,22.057
LCQ4,613e868f4d6c157238b8fd87,1,19.403
LCQ4,5eab7843de4724150babfd6b,1,7.53
LCQ4,64eb55ead08d423f0081c8f5,0,64.7
LCQ4,613a6f333eacb2c4641d0540,1,52.207
LCQ4,610d73cf15869b837eff907e,1,56.797
LCQ4,5e0a095a54ff2329aa070d54,1,24.108
LCQ4,5fbfe145e52a44000a9c2966,1,47.779
LCQ5,5fbbde667818f3dc301f6647,1,65.519
LCQ5,60db47093e2683c0a02d1541,1,28.284
LCQ5,5ebf2540dc45b2302a7118f9,1,35.08
LCQ5,5f0b615844c42c2bc9b39df4,1,29.582
LCQ5,5eac9ad77c0fb830e457d0c6,1,22.839
LCQ5,602685272894b2310c631f4f,1,34.303
LCQ5,5f24978b3b9626088ac0eeb7,1,31.9
LCQ5,5f19dc86afa07c0894f60578,1,33.508
LCQ5,5dc3dd5984799a2bf697cb17,0,21.46
LCQ5,5f0e0e058a700b10c7ac250f,1,23.956
LCQ5,58dd0b15402260000102895b,1,55.103
LCQ5,6166a03f5063db088c458b73,1,43.9
LCQ5,5b7a0bb43c13750001982223,1,28.138
LCQ5,601a3f1c5ae80c23d4ce0f02,1,36.385
LCQ5,617598d967559810c706d5a5,1,40.429
LCQ5,60df2a263ca14a01eb3d4732,1,26.252
LCQ5,5d0aa9aa5047d20018b8490d,1,31.08
LCQ5,6134d21dcb8ab807bad2df99,1,60.101
LCQ5,5eaf44985f544b0009fd08b6,1,38.384
LCQ5,629635e6104b144684c6e015,1,82.291
LCQ5,61196ccab9b0c6a17c0e9b3b,1,48.423
LCQ5,6169e8a8311d269013eb73c7,1,41.888
LCQ5,608c64e14968cdd8dcbe1be4,1,58.305
LCQ5,60f18f433a08db69fcadb70d,1,42.813
LCQ5,5d1cd7cc2d5a8a00010f09ae,0,103.201
LCQ5,6160c25a14f8a02a8b63f024,1,46.786
LCQ5,6165cc70337bed7476a20f97,1,63.263
LCQ5,5fec281aeae543d80d09fbc0,1,48.222
LCQ5,5ed7239e4aaed51a7d11e94e,0,50.892
LCQ5,614b6e4a03ded5acfe2ef9b0,0,21.92
LCQ5,60c3c8f790736ad8d329816b,0,110.416
LCQ5,6107aa76ee9845023fb0cb80,1,63.111
LCQ5,6107acc592df914a921e2b41,1,62.487
LCQ5,6141375df579b5d078fe12dc,1,48.743
LCQ5,613e868f4d6c157238b8fd87,0,82.078
LCQ5,5eab7843de4724150babfd6b,1,49.525
LCQ5,64eb55ead08d423f0081c8f5,0,68.534
LCQ5,613a6f333eacb2c4641d0540,1,78.152
LCQ5,610d73cf15869b837eff907e,0,65.976
LCQ5,5e0a095a54ff2329aa070d54,0,31.876
LCQ5,5fbfe145e52a44000a9c2966,1,105.042
BuCQ2,60c03680dc5dfe4723659602,0,9.036
BuCQ2,611176c648be062acf123468,0,18.763
BuCQ2,5f18348b01348e0716a1978a,1,26.064
BuCQ2,5dc3dd5984799a2bf697cb17,1,107.223
BuCQ2,5b3216e0a8327d0001001dc0,0,39.261
BuCQ2,613a3fa3cd445d55f2e1a486,0,55.057
BuCQ2,5e569011c0486f03a51801b5,1,25.372
BuCQ2,6166a03f5063db088c458b73,1,45.082
BuCQ2,616f94cd9cd003d37c9db38c,0,19.599
BuCQ2,5d1f3c99608da700167a1391,0,22.947
BuCQ2,5d6d82acab68f90001f53194,1,65.738
BuCQ2,5f33e30b15e48023096678e4,1,56.095
BuCQ2,5bddcde7072d980001a8a9cf,1,35.963
BuCQ2,6140ef6c6783290ec216b9cb,0,51.322
BuCQ2,5e2881eaa9af590560d04047,1,36.284
BuCQ2,5e1f321074dfbe028c2fbb18,1,29.537
BuCQ2,5ef0b54037a90c618ad9e97f,1,83.62
BuCQ2,5d8a8df05722b400010ae948,0,25.267
BuCQ2,6154b3a7e4bc93e1ce93c6bc,0,27.648
BuCQ2,61645f61082ddd043101a1e6,0,38.592
BuCQ2,5a5110bb76d1c60001aaa059,0,17.67
BuCQ2,60b7b5ce0da770969690168b,1,108.1
BuCQ2,60c786784d9c439658d4600a,1,46.39
BuCQ2,611d0e8e242d979c62655c57,1,69.469
BuCQ2,5c49c9ebe02ead00019b0a5b,0,42.941
BuCQ2,5f1caf052171f856a1e484d2,0,37.994
BuCQ2,611cecbdfd30c0b2cea5e0bc,1,50.887
BuCQ2,60fb690497b26a3c1c6b8c0b,1,38.263
BuCQ2,60f8334891c71768b6719ef6,0,74.202
BuCQ2,615f04836985bb3ce5815f3c,1,86.833
BuCQ2,613d0ef50abfe24aa600bc84,1,71.461
BuCQ2,61545919a17f1331cb7b33a7,0,52.303
BuCQ2,61053334bb5ec9d6f2918ba1,0,87.503
BuCQ2,5f7f6ea18b9c4a117d887a3f,0,34.657
BuCQ2,612fa61dd0fc020053aa94dd,0,70.34
BuCQ2,61176ed28c8935138ab6a64b,0,62.303
BuCQ2,614397e06d85fcb10c7c9087,0,42.154
BuCQ2,60e3b18d3d4205b4c52ada56,0,64.143
BuCQ2,62d5cef0d9f0379a81a33cf1,0,39.982
BuCQ2,5fbfe145e52a44000a9c2966,1,128.01
BuCQ3,60c03680dc5dfe4723659602,1,24.267999999999972
BuCQ3,611176c648be062acf123468,1,28.14349999999996
BuCQ3,5f18348b01348e0716a1978a,1,40.29600000000005
BuCQ3,5dc3dd5984799a2bf697cb17,1,28.522500000000036
BuCQ3,5b3216e0a8327d0001001dc0,1,45.89749999999998
BuCQ3,613a3fa3cd445d55f2e1a486,1,46.266500000000065
BuCQ3,5e569011c0486f03a51801b5,1,38.936999999999955
BuCQ3,6166a03f5063db088c458b73,1,33.99750000000006
BuCQ3,616f94cd9cd003d37c9db38c,1,44.16450000000009
BuCQ3,5d1f3c99608da700167a1391,1,51.355500000000006
BuCQ3,5d6d82acab68f90001f53194,1,53.46999999999997
BuCQ3,5f33e30b15e48023096678e4,1,53.8515000000001
BuCQ3,5bddcde7072d980001a8a9cf,1,27.214999999999975
BuCQ3,6140ef6c6783290ec216b9cb,1,49.76049999999998
BuCQ3,5e2881eaa9af590560d04047,1,50.03899999999999
BuCQ3,5e1f321074dfbe028c2fbb18,1,22.694999999999993
BuCQ3,5ef0b54037a90c618ad9e97f,1,31.44100000000003
BuCQ3,5d8a8df05722b400010ae948,1,20.01150000000007
BuCQ3,6154b3a7e4bc93e1ce93c6bc,0,58.329000000000065
BuCQ3,61645f61082ddd043101a1e6,1,22.181499999999915
BuCQ3,5a5110bb76d1c60001aaa059,1,48.803499999999985
BuCQ3,60b7b5ce0da770969690168b,1,24.514000000000124
BuCQ3,60c786784d9c439658d4600a,0,49.311000000000035
BuCQ3,611d0e8e242d979c62655c57,1,29.515999999999963
BuCQ3,5c49c9ebe02ead00019b0a5b,1,27.828999999999837
BuCQ3,5f1caf052171f856a1e484d2,1,24.50249999999994
BuCQ3,611cecbdfd30c0b2cea5e0bc,1,27.481499999999983
BuCQ3,60fb690497b26a3c1c6b8c0b,1,42.52649999999983
BuCQ3,60f8334891c71768b6719ef6,0,25.880999999999972
BuCQ3,615f04836985bb3ce5815f3c,1,36.53200000000004
BuCQ3,613d0ef50abfe24aa600bc84,1,39.07600000000002
BuCQ3,61545919a17f1331cb7b33a7,1,26.67600000000016
BuCQ3,61053334bb5ec9d6f2918ba1,1,35.18599999999992
BuCQ3,5f7f6ea18b9c4a117d887a3f,1,29.929000000000087
BuCQ3,612fa61dd0fc020053aa94dd,1,21.698000000000093
BuCQ3,61176ed28c8935138ab6a64b,1,42.850999999999885
BuCQ3,614397e06d85fcb10c7c9087,1,30.875
BuCQ3,60e3b18d3d4205b4c52ada56,1,29.140499999999975
BuCQ3,62d5cef0d9f0379a81a33cf1,1,31.630499999999984
BuCQ3,5fbfe145e52a44000a9c2966,1,53.40949999999998
BuCQ4,60c03680dc5dfe4723659602,0,20.968
BuCQ4,611176c648be062acf123468,1,22.316
BuCQ4,5f18348b01348e0716a1978a,0,35.1
BuCQ4,5dc3dd5984799a2bf697cb17,0,14.224
BuCQ4,5b3216e0a8327d0001001dc0,1,19.859
BuCQ4,613a3fa3cd445d55f2e1a486,0,55.74
BuCQ4,5e569011c0486f03a51801b5,1,23.224
BuCQ4,6166a03f5063db088c458b73,1,19.242
BuCQ4,616f94cd9cd003d37c9db38c,1,10.703
BuCQ4,5d1f3c99608da700167a1391,1,29.347
BuCQ4,5d6d82acab68f90001f53194,1,14.811
BuCQ4,5f33e30b15e48023096678e4,1,34.142
BuCQ4,5bddcde7072d980001a8a9cf,1,17.156
BuCQ4,6140ef6c6783290ec216b9cb,1,16.936
BuCQ4,5e2881eaa9af590560d04047,0,19.963
BuCQ4,5e1f321074dfbe028c2fbb18,1,11.022
BuCQ4,5ef0b54037a90c618ad9e97f,1,142.896
BuCQ4,5d8a8df05722b400010ae948,1,25.485
BuCQ4,6154b3a7e4bc93e1ce93c6bc,1,14.221
BuCQ4,61645f61082ddd043101a1e6,0,27.196
BuCQ4,5a5110bb76d1c60001aaa059,0,32.773
BuCQ4,60b7b5ce0da770969690168b,1,21.878
BuCQ4,60c786784d9c439658d4600a,1,88.935
BuCQ4,611d0e8e242d979c62655c57,1,127.696
BuCQ4,5c49c9ebe02ead00019b0a5b,1,49.771
BuCQ4,5f1caf052171f856a1e484d2,1,27.945
BuCQ4,611cecbdfd30c0b2cea5e0bc,1,50.039
BuCQ4,60fb690497b26a3c1c6b8c0b,0,84.894
BuCQ4,60f8334891c71768b6719ef6,1,39.327
BuCQ4,615f04836985bb3ce5815f3c,1,87.181
BuCQ4,613d0ef50abfe24aa600bc84,1,28.451
BuCQ4,61545919a17f1331cb7b33a7,1,39.137
BuCQ4,61053334bb5ec9d6f2918ba1,0,37.692
BuCQ4,5f7f6ea18b9c4a117d887a3f,1,38.489
BuCQ4,612fa61dd0fc020053aa94dd,0,87.174
BuCQ4,61176ed28c8935138ab6a64b,0,8.181
BuCQ4,614397e06d85fcb10c7c9087,1,39.501
BuCQ4,60e3b18d3d4205b4c52ada56,0,131.251
BuCQ4,62d5cef0d9f0379a81a33cf1,0,38.985
BuCQ4,5fbfe145e52a44000a9c2966,1,37.791
BuCQ5,60c03680dc5dfe4723659602,0,16.992
BuCQ5,611176c648be062acf123468,0,13.542
BuCQ5,5f18348b01348e0716a1978a,1,37.452
BuCQ5,5dc3dd5984799a2bf697cb17,0,33.237
BuCQ5,5b3216e0a8327d0001001dc0,1,92.478
BuCQ5,613a3fa3cd445d55f2e1a486,0,43.699
BuCQ5,5e569011c0486f03a51801b5,0,19.908
BuCQ5,6166a03f5063db088c458b73,0,36.818
BuCQ5,616f94cd9cd003d37c9db38c,1,17.798
BuCQ5,5d1f3c99608da700167a1391,0,37.331
BuCQ5,5d6d82acab68f90001f53194,1,19.12
BuCQ5,5f33e30b15e48023096678e4,0,33.885
BuCQ5,5bddcde7072d980001a8a9cf,0,12.129
BuCQ5,6140ef6c6783290ec216b9cb,0,29.141
BuCQ5,5e2881eaa9af590560d04047,0,42.017
BuCQ5,5e1f321074dfbe028c2fbb18,1,127.898
BuCQ5,5ef0b54037a90c618ad9e97f,0,73.938
BuCQ5,5d8a8df05722b400010ae948,0,63.902
BuCQ5,6154b3a7e4bc93e1ce93c6bc,0,33.927
BuCQ5,61645f61082ddd043101a1e6,0,33.413
BuCQ5,5a5110bb76d1c60001aaa059,0,33.704
BuCQ5,60b7b5ce0da770969690168b,0,88.61
BuCQ5,60c786784d9c439658d4600a,1,48.571
BuCQ5,611d0e8e242d979c62655c57,1,40.601
BuCQ5,5c49c9ebe02ead00019b0a5b,1,30.743
BuCQ5,5f1caf052171f856a1e484d2,0,126.312
BuCQ5,611cecbdfd30c0b2cea5e0bc,0,16.645
BuCQ5,60fb690497b26a3c1c6b8c0b,0,22.808
BuCQ5,60f8334891c71768b6719ef6,0,44.299
BuCQ5,615f04836985bb3ce5815f3c,1,73.163
BuCQ5,613d0ef50abfe24aa600bc84,1,134.802
BuCQ5,61545919a17f1331cb7b33a7,1,133.709
BuCQ5,61053334bb5ec9d6f2918ba1,0,68.355
BuCQ5,5f7f6ea18b9c4a117d887a3f,1,209.144
BuCQ5,612fa61dd0fc020053aa94dd,1,66.022
BuCQ5,61176ed28c8935138ab6a64b,0,77.215
BuCQ5,614397e06d85fcb10c7c9087,1,56.95
BuCQ5,60e3b18d3d4205b4c52ada56,1,59.449
BuCQ5,62d5cef0d9f0379a81a33cf1,0,25.397
BuCQ5,5fbfe145e52a44000a9c2966,0,105.334
BuCQ6,60c03680dc5dfe4723659602,1,7.148
BuCQ6,611176c648be062acf123468,1,14.209
BuCQ6,5f18348b01348e0716a1978a,1,14.483
BuCQ6,5dc3dd5984799a2bf697cb17,1,12.575
BuCQ6,5b3216e0a8327d0001001dc0,1,18.633
BuCQ6,613a3fa3cd445d55f2e1a486,1,56.792
BuCQ6,5e569011c0486f03a51801b5,1,21.426
